,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
14158,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,3,1,6:30,14.9,7,8.8,18.7,2,missed,"Duncan, Tim",1495,4.5,0,0,stephen curry,201939
14159,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,4,1,5:35,18.6,5,5.3,5.4,2,missed,"Parker, Tony",2225,1.0,0,0,stephen curry,201939
14160,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,5,1,1:03,17.3,4,4.2,24.7,3,made,"Mills, Patty",201988,3.4,1,3,stephen curry,201939
14161,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,6,1,0:45,15.7,0,0.6,24.9,3,missed,"Mills, Patty",201988,4.2,0,0,stephen curry,201939
14162,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,7,2,5:58,5.0,0,0.6,23.1,3,made,"Parker, Tony",2225,4.4,1,3,stephen curry,201939
14163,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,8,2,3:14,15.5,5,5.7,26.5,3,made,"Parker, Tony",2225,4.7,1,3,stephen curry,201939
14164,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,9,2,0:42,20.6,4,5.3,2.9,2,made,"Diaw, Boris",2564,3.1,1,2,stephen curry,201939
14165,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,10,3,10:43,2.9,5,4.5,13.6,2,made,"Parker, Tony",2225,1.7,1,2,stephen curry,201939
14166,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,11,3,10:24,,0,1.5,4.5,2,made,"Parker, Tony",2225,3.5,1,2,stephen curry,201939
14167,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,12,3,9:58,,7,5.8,25.3,3,missed,"Green, Danny",201980,6.2,0,0,stephen curry,201939
14168,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,13,3,8:00,15.1,0,0.3,3.1,2,missed,"Diaw, Boris",2564,4.6,0,0,stephen curry,201939
14169,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,14,3,7:02,9.5,3,4.9,21.0,2,missed,"Diaw, Boris",2564,7.3,0,0,stephen curry,201939
14170,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,15,3,6:20,7.2,0,0.6,23.2,3,missed,"Ginobili, Manu",1938,4.1,0,0,stephen curry,201939
14171,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,16,3,2:35,15.5,8,5.7,4.2,2,missed,"Diaw, Boris",2564,0.5,0,0,stephen curry,201939
14172,21400814,"FEB 20, 2015 - GSW vs. SAS",H,W,11,17,3,0:42,14.8,10,9.3,24.0,3,made,"Splitter, Tiago",201168,3.8,1,3,stephen curry,201939
14173,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,1,1,10:21,18.4,5,6.1,25.2,3,missed,"Rubio, Ricky",201937,3.6,0,0,stephen curry,201939
14174,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,2,1,8:52,13.0,1,2.4,7.0,2,made,"Rubio, Ricky",201937,1.9,1,2,stephen curry,201939
14175,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,3,1,8:00,19.9,3,4.9,19.0,2,made,"Rubio, Ricky",201937,4.0,1,2,stephen curry,201939
14176,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,4,1,5:35,21.1,2,3.9,24.9,3,missed,"Young, Thaddeus",201152,6.5,0,0,stephen curry,201939
14177,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,5,1,3:18,22.5,1,2.1,10.7,2,made,"LaVine, Zach",203897,5.2,1,2,stephen curry,201939
14178,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,6,1,2:24,15.7,3,3.8,24.9,3,missed,"LaVine, Zach",203897,2.3,0,0,stephen curry,201939
14179,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,7,1,1:45,22.0,0,0.8,22.7,3,missed,"LaVine, Zach",203897,6.6,0,0,stephen curry,201939
14180,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,8,1,1:20,17.7,7,6.6,18.9,2,made,"LaVine, Zach",203897,5.0,1,2,stephen curry,201939
14181,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,9,2,2:22,18.8,0,1.1,23.5,3,made,"Wiggins, Andrew",203952,20.2,1,3,stephen curry,201939
14182,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,10,2,1:16,14.1,12,10.0,17.8,2,missed,"Pekovic, Nikola",201593,7.9,0,0,stephen curry,201939
14183,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,11,2,0:37,17.1,4,2.7,12.3,2,missed,"Young, Thaddeus",201152,5.3,0,0,stephen curry,201939
14184,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,12,3,8:56,12.5,0,0.6,20.2,2,missed,"Rubio, Ricky",201937,6.1,0,0,stephen curry,201939
14185,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,13,3,8:36,15.6,9,8.9,18.6,2,made,"Rubio, Ricky",201937,5.1,1,2,stephen curry,201939
14186,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,14,3,6:59,1.7,0,0.7,29.1,3,missed,"Young, Thaddeus",201152,7.2,0,0,stephen curry,201939
14187,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,15,3,6:50,19.5,0,0.0,24.7,3,missed,"Young, Thaddeus",201152,4.6,0,0,stephen curry,201939
14188,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,16,3,5:36,9.9,0,0.6,25.7,3,made,"LaVine, Zach",203897,9.1,1,3,stephen curry,201939
14189,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,17,3,4:14,21.7,3,4.2,3.0,2,made,"Budinger, Chase",201978,1.8,1,2,stephen curry,201939
14190,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,18,3,1:47,13.0,3,4.2,27.0,3,missed,"LaVine, Zach",203897,3.9,0,0,stephen curry,201939
14191,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,19,3,0:55,12.9,2,2.9,5.0,2,missed,"Pekovic, Nikola",201593,2.2,0,0,stephen curry,201939
14192,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,20,4,4:25,16.5,6,8.0,19.8,2,missed,"Rubio, Ricky",201937,1.7,0,0,stephen curry,201939
14193,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,21,4,4:01,9.9,19,14.0,22.4,3,missed,"Pekovic, Nikola",201593,6.7,0,0,stephen curry,201939
14194,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,22,4,1:55,6.6,0,0.7,9.5,2,made,"Pekovic, Nikola",201593,3.7,1,2,stephen curry,201939
14195,21400793,"FEB 11, 2015 - GSW @ MIN",A,W,3,23,4,0:20,7.7,14,14.9,23.0,2,missed,"Rubio, Ricky",201937,4.4,0,0,stephen curry,201939
14196,21400775,"FEB 09, 2015 - GSW @ PHI",A,W,5,18,4,3:32,4.5,0,1.0,24.1,3,missed,"Covington, Robert",203496,10.1,0,0,stephen curry,201939
14197,21400775,"FEB 09, 2015 - GSW @ PHI",A,W,5,19,4,2:31,16.6,5,4.9,5.8,2,made,"Covington, Robert",203496,3.4,1,2,stephen curry,201939
14198,21400775,"FEB 09, 2015 - GSW @ PHI",A,W,5,20,4,0:49,6.1,16,17.5,21.6,2,missed,"Grant, Jerami",203924,5.0,0,0,stephen curry,201939
14199,21400760,"FEB 07, 2015 - GSW @ NYK",A,W,14,1,1,8:59,17.2,4,6.3,28.6,3,made,"Calderon, Jose",101181,6.5,1,3,stephen curry,201939
